7101021002,MATAYANGAN,71.01.09.2001,MATAYANGAN,7101021
7101021003,UUWAN,71.01.09.2002,UUAN,7101021
7101021004,IKHWAN,71.01.09.2003,IKHWAN,7101021
7101021005,DOLODUO,71.01.09.2004,DOLODUO,7101021
7101021006,MEKARUO,71.01.09.2011,MEKARUO,7101021
7101021007,WANGGA BARU,71.01.09.2005,WANGGA BARU,7101021
7101021008,TORAUT UTARA,71.01.09.2017,TORAUT UTARA,7101021
7101021009,DOLODUO I,71.01.09.2018,DOLODUO SATU,7101021
7101021010,DOLODUO II,71.01.09.2019,DOLODUO DUA,7101021
7101021011,DOLODUO III,71.01.09.2020,DOLODUO TIGA,7101021
7101021012,TORAUT TENGAH,71.01.09.2022,TORAUT TENGAH,7101021
7101022001,TUMOKANG BARU,71.01.11.2001,TUMOKANG BARU,7101022
7101022002,MOPUGAD UTARA,71.01.11.2002,MOPUGAD UTARA,7101022
7101022003,MOPUGAD SELATAN,71.01.11.2003,MOPUGAD SELATAN,7101022
7101022004,MOPUYA UTARA,71.01.11.2004,MOPUYA UTARA,7101022
7101022005,MOPUYA SELATAN,71.01.11.2005,MOPUYA SELATAN,7101022
7101022006,DONDOMON,71.01.11.2007,DONDOMON,7101022
7101022014,MOPUGAD SELATAN I,71.01.11.2016,MOPUGAD SELATAN SATU,7101022
7101022015,MOPUGAD UTARA II,71.01.11.2015,MOPUGAD UTARA DUA,7101022
7101022016,MOPUGAD UTARA I,71.01.11.2014,MOPUGAD UTARA SATU,7101022
7101022017,TUMOKANG TIMUR,71.01.11.2026,TUMOKANG TIMUR,7101022
7101022018,MOPUYA UTARA I,71.01.11.2017,MOPUYA UTARA SATU,7101022
7101022019,MOPUYA UTARA II,71.01.11.2018,MOPUYA UTARA DUA,7101022
7101022020,MOPUYA SELATAN I,71.01.11.2019,MOPUYA SELATAN SATU,7101022
7101022021,MOPUYA SELATAN II,71.01.11.2020,MOPUYA SELATAN DUA,7101022
7101022022,DONDOMON UTARA,71.01.11.2024,DONDOMON UTARA,7101022
7101022023,DONDOMON SELATAN,71.01.11.2025,DONDOMON SELATAN,7101022
7101023001,TONOM,71.01.10.2001,TONOM,7101023
7101023002,MOGOYUNGGUNG,71.01.10.2002,MOGOYUNGGUNG,7101023
7101023003,IMANDI,71.01.10.1003,IMANDI,7101023
7101023004,PINONOBATUAN,71.01.10.2013,PINONOBATUAN,7101023
7101023005,MODOMANG,71.01.10.2004,MODOMANG,7101023
7101023006,DUMOGA,71.01.10.2006,DUMOGA,7101023
7101023007,KEMBANG MERTHA,71.01.10.2005,KEMBANG MERTHA,7101023
7101023017,DUMOGA II,71.01.10.2017,DUMOGA II,7101023
7101023018,PINONOBATUAN BARAT,71.01.10.2018,PINONOBATUAN BARAT,7101023
7101023019,MOGOYUNGGUNG II,71.01.10.2024,MOGOYUNGGUNG DUA,7101023
7101023020,MOGOYUNGGUNG I,71.01.10.2023,MOGOYUNGGUNG SATU,7101023
7101023021,AMERTHA SARI,71.01.10.2019,AMERTHA SARI,7101023
7101023022,AMERTHA BUANA,71.01.10.2021,AMERTHA BUANA,7101023
7101023023,KEMBANG SARI,71.01.10.2020,KEMBANG SARI,7101023
7101023024,DUMOGA EMPAT,71.01.10.2026,DUMOGA EMPAT,7101023
7101023025,DUMOGA TIGA,71.01.10.2025,DUMOGA TIGA,7101023
7101024001,KOSIO,71.01.35.2004,KOSIO,7101024
7101024002,KINOMALIGAN,71.01.35.2003,KINOMALINGAN,7101024
7101024003,IBOLIAN,71.01.35.2001,IBOLIAN,7101024
7101024004,IBOLIAN I,71.01.35.2002,IBOLIAN SATU,7101024
7101024005,WERDHI AGUNG,71.01.35.2007,WERDHI AGUNG,7101024
7101024006,WERDHI AGUNG TIMUR,71.01.35.2010,WERDHI AGUNG TIMUR,7101024
7101024007,WERDHI AGUNG UTARA,71.01.35.2009,WERDHI AGUNG UTARA,7101024
7101024008,WERDHI AGUNG SELATAN,71.01.35.2008,WERDHI AGUNG SELATAN,7101024
7101024009,KOSIO TIMUR,71.01.35.2005,KOSIO TIMUR,7101024
7101024010,KOSIO BARAT,71.01.35.2006,KASIO BARAT,7101024
7101025001,TAPADAKA I,71.01.34.2002,TAPADAKA SATU,7101025
7101025002,TAPADAKA UTARA,71.01.34.2003,TAPADAKA UTARA,7101025
7101025004,KONAROM,71.01.34.2005,KONAROM,7101025
7101025007,OSION,71.01.34.2008,OSION,7101025
7101025008,DUMARA,71.01.34.2010,DUMARA,7101025
7101025009,IKUNA,71.01.34.2009,IKUNA,7101025
7101025010,BONAWANG,71.01.34.2001,BONAWANG,7101025
7101025011,TAPADAKA TIMUR,71.01.34.2004,TAPADAKA TIMUR,7101025
7101025012,KONAROM UTARA,71.01.34.2007,KONAROM UTARA,7101025
7101025013,KONAROM BARAT,71.01.34.2006,KONAROM BARAT,7101025
7101026001,SINIYUNG,71.01.33.2008,SINIYUNG,7101026
7101026002,SINIYUNG I,71.01.33.2009,SINIYUNG SATU,7101026
7101026003,BUMBUNGON,71.01.33.2007,BUMBUNGON,7101026
7101026004,SERASI,71.01.33.2001,SERASI,7101026
7101026005,MOTOTABIAN,71.01.33.2006,MOTOTABIAN,7101026
7101026006,PONOMPIAAN,71.01.33.2005,PONOMPIAAN,7101026
7101026007,PUSIAN,71.01.33.2004,PUSIAN,7101026
7101026008,KANAAN,71.01.33.2002,KANAAN,7101026
7101026009,TORUAKAT,71.01.33.2003,TORUAKAT,7101026
7101026010,DUMOGA I,71.01.33.2010,DUMOGA SATU,7101026
7101026011,PUSIAN BARAT,71.01.33.2012,PUSIAN BARAT,7101026
7101026012,PUSIAN SELATAN,71.01.33.2011,PUSIAN SELATAN,7101026
7101060001,MOPUSI,71.01.14.2004,MOPUSI,7101060
7101060002,MATALI BARU,71.01.14.2005,MATALI BARU,7101060
7101060003,BAKAN,71.01.14.2006,BAKAN,7101060
7101060004,TANOYAN SELATAN,71.01.14.2007,SANOYAN SELATAN,7101060
7101060005,TANOYAN UTARA,71.01.14.2019,TANOYAN UTARA,7101060
7101060006,LOLAYAN,71.01.14.2009,LOLAYAN,7101060
7101060007,TUNGOI II,71.01.14.2020,TUNGOI II,7101060
7101060008,TUNGOI I,71.01.14.2008,TUNGOI I,7101060
7101060009,TAPA AOG,71.01.14.2003,TAPA AOG,7101060
7101060010,ABAK,71.01.14.2002,ABAK,7101060
7101060011,BOMBANON,71.01.14.2001,BOMBANON,7101060
7101060012,MOPAIT,71.01.14.2010,MOPAIT,7101060
7101060013,KOPANDAKAN II,71.01.14.2017,KOPANDAKAN II,7101060
7101060014,MENGKANG,71.01.14.2021,MENGKANG,7101060
7101081001,MUNTOI,71.01.19.2001,MUNTOI,7101081
7101081002,INUAI,71.01.19.2022,INUAI,7101081
7101081003,POYUYANAN,71.01.19.2002,POYUYANAN,7101081
7101081004,LOBONG,71.01.19.2003,LOBONG,7101081
7101081005,PASSI,71.01.19.2004,PASSI,7101081
7101081006,WANGGA,71.01.19.2020,WANGGA,7101081
7101081007,OTAM,71.01.19.2019,OTAM,7101081
7101081008,BULUD,71.01.19.2018,BULUD,7101081
7101081009,BINTAU,71.01.19.2017,BINTAU,7101081
7101081010,PASSI II,71.01.19.2023,PASSI II,7101081
7101081011,MUNTOI TIMUR,71.01.19.2024,MUNTOI TIMUR,7101081
7101081012,WANGGA I,71.01.19.2026,WANGGA SATU,7101081
7101081013,OTAM BARAT,71.01.19.2025,OTAM BARAT,7101081
7101082003,PANGIAN,71.01.22.2003,PANGIAN,7101082
7101082004,POOPO,71.01.22.2004,POOPO,7101082
7101082006,MANEMBO,71.01.22.2005,MANEMBO,7101082
7101082007,SINSINGON,71.01.22.2006,SINSINGON,7101082
7101082008,MOBUYA,71.01.22.2009,MOBUYA,7101082
7101082009,INSIL,71.01.22.2007,INSIL,7101082
7101082010,INSIL BARU,71.01.22.2012,INSIL BARU,7101082
7101082011,PANGIAN TENGAH,71.01.22.2013,PANGIAN TENGAH,7101082
7101082012,PANGIAN BARAT,71.01.22.2014,PANGIAN BARAT,7101082
7101082013,POOPO BARAT,71.01.22.2015,POOPO BARAT,7101082
7101082014,POOPO SELATAN,71.01.22.2016,POOPO SELATAN,7101082
7101082015,SINSINGON BARAT,71.01.22.2017,SINSINGON BARAT,7101082
7101082016,SINSINGON TIMUR,71.01.22.2018,SINSINGON TIMUR,7101082
7101083001,BILALANG III,71.01.32.2001,BILALANG III,7101083
7101083002,BILALANG IV,71.01.32.2002,BILALANG IV,7101083
7101083003,TUDUAOG BARU,71.01.32.2004,TUDU AOG BARU,7101083
7101083004,TUDUAOG,71.01.32.2003,TUDU AOG,7101083
7101083005,KOLINGANGAAN,71.01.32.2005,KOLINGANGA'AN,7101083
